ISBN,Book-Author,Year-Of-Publication
54640,lee smith,1992
54641,mark twain,1981
54642,carolyn keene,2001
54643,virginia woolf,1981
54649,dave barry,1991
54650,douglas w. clark,1990
54654,anne plumtree,1995
54655,david lodge,1995
54662,bill bryson,1999
54663,heinz r. pagels,1983
54665,,1974
54669,philip k. dick,1987
54670,truman capote,1992
54673,john peecher,1989
54677,william longgood,1988
54678,jerry oppenheimer,1997
54680,danny sugerman,1989
54681,david gerrold,1984
54684,jerry beck,1989
54687,editors of prevention magazine health books,1994
54689,michael palin,2000
54694,terry pratchett,2000
54695,harold pinter,1966
54698,william shakespeare,1985
54701,eugene o'neill,1989
54711,william s. justice,1987
54714,"jane"","" ed.d. nelsen",1993
54715,karen lee ryan,1995
54724,james s. freemantle,2001
54732,orson scott card,1995
54735,george herbert,1992
54738,stephanie l. tourles,1994
54739,allan gurganus,1989
54743,william wordsworth,1978
54747,judith reeves-stevens,1990
54752,john steinbeck,1995
54753,lynne reid banks,1985
54755,thomas sanchez,2000
54756,barbara cartland,1977
54757,jonathan coe,1999
54763,david sedaris,2002
54764,gail duff,1991
54765,jose saramago,2002
54770,alan ryan,1990
54772,jane kinderlehrer,1991
54773,chris stewart,2000
54774,southern living,1975
54778,joanna cole,1992
54779,orhan pamuk,2002
54780,james preller,1995
54781,harry g. allard,1985
54785,tom crawford,1995
54786,kevin anderson,2000
54789,michelle de kretser,1998
54793,jon lee anderson,1998
54794,walt whitman,1986
54795,john mortimer,1997
54796,wally lamb,1998
54797,william shakespeare,2001
54799,mary mcgarry morris,2000
54802,daniel defoe,1996
54805,james joyce,1994
54809,jack london,1990
54810,donald keene,1956
54812,samuel butler,1970
54814,ernest hemingway,1999
54820,tama janowitz,1987
54822,terry pratchett,1998
54829,stuart woods,2003
54831,ridley pearson,1998
54832,h. g. wells,1996
54838,d. h. lawrence,1993
54840,james fenimore cooper,1988
54841,gerard manley hopkins,1995
54843,rose marie niesen otis,1995
54846,julie sadler,1991
54853,lynne reid banks,1999
54854,h. g. wells,1997
54857,katherine mansfield,1995
54859,robert w. service,1993
54860,george eliot,1996
54862,tschingis aitmatow,1988
54865,lavyrle spencer,1994
54867,klaus heinrich ludwig piper,2002
54868,philip jose farmer,1982
54870,john steptoe,1987
54872,ann ashford,1994
54878,judith viorst,1972
54880,cheri huber,1998
54882,john paul,1994
54885,bruce and ginny wright davis,1979
54887,dc talk,2001
54895,kathryn kenny,1977
54898,t. h. white,1978
54899,art spiegelman,1999
54901,art spiegelman,1999
54905,billy graham,2003
54908,susan hill,1993
54910,"walter"","" sir scott",1995
54911,john le carre,2000
54913,terry pratchett,2002
54914,oscar wilde,2005
54916,helen m. fox,1972
54918,john lust,1990
54919,department of army,0
54926,leo f. buscaglia,1986
54928,gabriel garcia marquez,2003
54929,h. stephen glenn,1989
54931,lucy ellis,2000
54933,donald rumbelow,1988
54937,anonymous,1995
54940,richard eyre,1994
54941,linda & richard eyre,1994
54942,stephen king,2003
54943,tony horwitz,1998
54955,berlitz publishing,1999
54956,julie campbell,1977
54958,jane lecht,1973
54960,alida m. thacher,1980
54961,linda hetzer,1978
54962,rosemary court,1983
54967,anne perry,2002
54968,bonnie worth,1993
54969,agatha christie,1983
54970,richard laymon,2001
54973,john irving,1988
54974,terry sullivan,1991
54975,beatrice sparks,1990
54976,"hunter s."","" md. thompson",1982
54978,lillian o'donnell,1995
54984,mimi luebbermann,1998
54991,charlie kaufman,2003
54995,eric jerome dickey,2003
54999,carl weber,2001
55004,claudette williams,1979
55007,mary mcgarry morris,2001
55008,colleen sell,2002
55009,mark twain,1989
55011,ken follett,0
55013,bret easton ellis,1985
55014,charles de lint,2002
55018,jack canfield,1998
55019,philip pullman,2003
55023,howard tomb,1992
55027,philip jose farmer,1992
55028,philip jose farmer,1981
55035,alfred bester,1996
55041,frederic portal,2001
55054,julian winter,2002
55059,bartholomew gill,1997
55061,patricia rice,2001
55064,lorenzo carcaterra,1998
55068,john sandford,1996
55070,bill moeller,1998
55075,christopher penczak,2001
55076,anton szandor la vey,1992
55083,c.b. colby,1940
55089,lois duncan,1972
55114,thomas hardy,1998
55118,e. m. forster,1992
55124,ahdaf soueif,2000
55126,amelia atwater-rhodes,2001
55135,george orwell,1997
55144,ken greenwald,1993
55147,jane austen,1969
55150,martha wells,2001
55166,jon meacham,2003
55172,sinclair lewis,1990
55177,camron wright,2003
55179,mo hayder,2002
55181,david howarth,1999
55183,zilpha keatley snyder,1985
55186,betsy byars,0
55188,margaret cuthbert,1999
55191,chris mooney,2001
55194,jeffery deaver,2001
55195,s.e. hinton,1989
55197,caroline b. cooney,1997
55198,bruce coville,1989
55199,campbell armstrong,1999
55200,bruce coville,2030
55201,ronan bennett,1999
55206,erlend loe,2003
55215,charlotte allen,2003
55220,mary daheim,2000
55224,richard rhodes,1998
55229,hilary mantel,2000
55231,rodney barker,1998
55235,douglas monroe,1998
55237,susan napier,2000
55241,frederick reiken,1999
55243,margaret laurence,1988
55247,judy macdonald,1999
55249,douglas issac,1999
55252,thomas schnurmacher,1996
55254,pete dexter,1995
55255,dan simmons,1998
55262,lorrie morgan,1998
55263,alice randall,2002
55265,kathy reichs,2001
55269,robert ludlum,2002
55273,alice hoffman,1997
55275,john updike,1997
55279,allegra goodman,1997
55283,herman wouk,1992
55285,susan isaacs,1978
55286,jefferson scott,1997
55287,carole nelson douglas,1992
55290,jack canfield,1996
55291,agatha christie,1986
55292,jane green,2002
55294,charles osborne,2000
55302,jenny colgan,2002
55304,leo f. buscaglia,1994
55305,j. k. rowling,2000
55307,jennifer chiaverini,2001
55308,jennifer chiaverini,2000
55309,elaine coffman,1993
55310,carole nelson douglas,2001
55311,dianne day,2000
55312,charles todd,2001
55313,dianne day,1999
55315,dianne day,1998
55317,dianne day,1997
55318,stephen baxter,2002
55320,dianne day,1996
55322,dianne day,1995
55324,marcia willett,2002
55328,janet evanovich,2001
55337,agatha christie,1986
55341,deborah moggach,2000
55344,jennifer belle,2001
55346,marian keyes,2000
55347,marian keyes,1998
55348,susannah keating,2000
55349,jane roberts wood,2001
55350,martha moody,2001
55354,nicholas evans,1995
55357,val mcdermid,2001
55367,doreen cronin,2001
55387,rose greydanus,1980
55392,bill martin jr.,1997
55395,tana hoban,1985
55404,ellen steiber,1996
55405,william cane,1994
55409,emily bronte,1998
55429,tariq ali,2003
55430,william blum,2000
55431,joseph e. stiglitz,2003
55433,noam chomsky,2002
55435,william shatner,1997
55436,john pilger,2003
55440,robert jordan,1993
55445,h. aaron cohl,1997
55446,marc okrand,1992
55449,greg cox,1998
55450,h. w. janson,1995
55456,clive barker,2002
55457,james lasdun,2003
55459,kimberly kafka,2000
55465,carmen adams,1995
55497,elizabeth thornton,2001
55507,margaret daley,2002
55510,david drake,2002
55515,thomas mcguane,2000
55523,hermann hesse,1997
55524,charles kuralt,1991
55525,rainer maria rilke,1989
55528,jackie chan,1998
55536,dorothy l. sayers,1995
55537,readers digest,1984
55542,pamela des barres,1991
55554,caroline arnold,1998
55561,charles sailor,1979
55563,dorothy garlock,1991
55573,carole mortimer,2002
55575,day leclaire,1999
55576,anne mather,2002
55578,petra holland,1991
55589,mary daheim,2001
55600,laurel ames,1997
55603,elizabeth peters,1994
55604,max lucado,1998
55606,john grisham,1992
55610,susan howatch,1990
55613,allan topol,2001
55616,ethan black,2000
55619,lavyrle spencer,1995
55624,carol o'connell,1998
55630,marie ferrarella,1998
55634,madeleine l'engle,1999
55637,philippa gregory,1988
55638,susan wiggs,1997
55641,catherine anderson,2001
55643,julie garwood,1990
55645,clement wood,1992
55646,ken sparling,1996
55647,katherine sutcliffe,1991
55648,josephine hart,1991
55650,nora roberts,1998
55651,nora roberts,1996
55653,lavyrle spencer,1992
55654,luanne rice,2001
55656,charles kuralt,1999
55657,julie garwood,1996
55659,julie garwood,2001
55660,beverly barton,2002
55661,susan wiggs,1999
55662,virginia henley,1998
55663,virginia henley,1998
55664,elizabeth lowell,2002
55665,catherine anderson,1999
55666,christine feehan,2003
55667,charlotte bronte,1980
55668,christine feehan,2004
55671,susan elizabeth phillips,1991
55672,dante,1982
55673,dara joy,2002
55677,nora roberts,2003
55679,nora roberts,2003
55683,tami hoag,1997
55687,beverly barton,2002
55695,madeleine wickham,1997
55696,jodi picoult,1999
55700,peter abrahams,2001
55704,lawrence watson,1993
55706,sherrilyn kenyon,1994
55708,stephen baker,1999
55710,j.a. jance,2002
55711,david l. lindsey,1985
55712,anne perry,2001
55715,dean ing,1998
55716,james lee burke,1989
55719,ed mcbain,1991
55720,oliver w sacks,1985
55725,clive cussler,2000
55727,john connolly,2000
55731,grif stockley,1993
55734,james lee burke,1998
55735,joseph wambaugh,1987
55736,thomas perry,2002
55740,james lee burke,2002
55742,vincent lardo,2000
55744,rene j. garrod,1995
55746,v.c. andrews,2003
55748,dian curtis regan,1997
55750,benjamin lebert,2003
55763,"khenpo karthar"","" ven. rinpoche",1992
55766,mike royko,1984
55770,jane yolen,1993
55774,jill marie landis,1999
55784,john le carre,1990
55787,debbie macomber,2003
55790,kate benedict,2003
55792,lynn isenberg,2003
55793,henry edwards,1978
55794,george pelecanos,2004
55796,virginia lanier,1999
55798,rosalyn alsobrook,1990
55800,ted key,1978
55801,nina revoyr,2003
55806,linda warren,2002
55807,lin sutherland,1998
55808,diane duane,1985
55811,a & c black ltd.,2000
55820,shannon drake,1999
55825,dee gruenig,1996
55837,paula begoun,1996
55840,amanda scott,2001
55841,tim cockey,2002
55843,shannon drake,2000
55845,anne george,2001
55847,samantha james,2001
55850,maeve binchy,1992
55858,dee brown,1981
55860,patrick f. mcmanus,1993
55868,narcotics anonymous,1991
55876,"vine"","" jr. deloria",1994
55880,nina killham,2002
55885,clive cussler,1998
55890,gloria naylor,1998
55895,jill r. johnson,1997
55898,laurie mcbain,1987
55904,katherine ann porter,1984
55908,kathleen eagle,1997
55923,andre norton,1990
55925,dan gookin,1994
55929,lowell k. halls,1984
55931,beach m.d. conger,1995
55938,andre norton,1983
55941,alan lee,1984
55946,louis l'amour,1980
55948,dennis l. mckiernan,1985
55957,ann b. ross,2004
55960,jennifer chiaverini,2004
55968,barbara erskine,1988
55969,marilyn j. abraham,1997
55972,cormac mccarthy,1995
55975,terry brooks,1999
55977,jude deveraux,1991
55978,alan dean foster,1996
55979,jude deveraux,1988
55980,stephen king,1987
55981,jude deveraux,1991
55982,jude deveraux,1988
55985,jill barnett,1991
55989,dorothy garlock,1995
55992,o.t. nelson,1995
55994,kathleen eagle,1999
55995,constance o'day-flannery,1991
55999,sandra west prowell,1997
56001,sandra west prowell,1996
56003,jim harrison,1991
56004,k. c. mckinnon,1999
56011,louis l'amour,1987
56012,j. gregory keyes,1999
56014,ashley mcconnell,1999
56016,david e. scherman,1987
56019,stephen king,1992
56020,wolf moondance,1994
56021,carolyn chute,1994
56024,john grisham,1996
56027,erica spindler,2003
56033,colleen mccullough,1990
56041,george eliot,1998
56042,stephen king,2001
56044,judith mcnaught,2001
56046,nora roberts,2000
56048,linda lael miller,1999
56051,ernesto sabato,1983
56052,scott adams,1997
56054,nora roberts,2002
56056,peter david,1997
56059,laura jackson,1997
56060,john jakes,1989
56062,dean koontz,2004
56063,sadegh hedayat,1989
56066,nora roberts,2004
56070,arnette lamb,1995
56078,janette oke,1991
56079,alison fell,1997
56081,harriet rubin,1998
56089,janette oke,1997
56090,janette oke,1996
56092,jennifer l. o'connell,2003
56093,joan johnston,2003
56094,linda howard,2002
56096,gwynne forster,2003
56097,janette oke,2002
56099,janette oke,2002
56101,dave burchett,2002
56103,philip roth,1998
56107,reon laudat,2002
56108,donna hill,2000
56110,janet leigh,2002
56111,charlotte allen,2002
56112,lyle menendez,1995
56114,isaac bashevis singer,1993
56116,emilie richards,2002
56117,keath fraser,1991
56120,mark fuhrman,1999
56121,jodi thomas,2000
56141,lynn emery,2001
56147,kayla perrin,2002
56149,melanie schuster,2002
56151,sonia icilyn,2002
56156,roberta gayle,2002
56161,gwynne forster,2002
56163,stella cameron,2002
56164,kayla perrin,2002
56165,beverly jenkins,2002
56166,kristy dykes,2000
56173,sharon mitchell,2002
56174,kayla perrin,2003
56175,sandra hill,2003
56182,ken follett,1996
56186,mercedes lackey,2002
56192,susan johnson,1997
56195,amanda ashley,2003
56196,madeline hunter,2002
56200,linda lael miller,1993
56203,susan johnson,1994
56204,connie mason,2002
56205,hillary fields,2001
56207,susan krinard,2001
56208,susan krinard,2000
56209,susan krinard,1999
56210,kimberly raye,2001
56212,elaine barbieri,2001
56213,rexanne becnel,1996
56214,connie mason,1998
56215,susan johnson,2000
56216,tina st. john,2002
56217,teresa medeiros,1994
56218,susan johnson,1996
56220,tina st. john,2001
56221,marsha canham,1998
56223,jo goodman,1998
56225,kinley macgregor,2000
56227,tina st. john,2000
56229,madeline hunter,2001
56230,thea devine,2002
56234,shannon drake,1992
56241,ruth belov gross,1994
56250,sharyn mccrumb,1998
56251,lydia millet,1996
56253,clare naylor,2004
56254,michele landsberg,1990
56255,linda howard,1992
56256,john varley,1993
56262,george eliot,1987
56266,angela fisher,1988
56272,lindsey davis,2002
56273,lindsey davis,2001
56275,carol wolper,2000
56276,andrew h. vachss,2000
56289,hidenori kusaka,2000
56290,shimizu aki,2004
56291,beop-ryong yeo,2003
56292,rumiko takahashi,2003
56293,rumiko takahashi,2003
56294,rumiko takahashi,2003
56295,rumiko takahashi,2003
56296,rumiko takahashi,2003
56297,rumiko takahashi,2003
56298,rumiko takahashi,2003
56299,kazuki takahashi,2003
56307,r. l. stine,1998
56325,carson davidson,1989
56330,jerry spinelli,1996
56339,versus books staff,2002
56355,judy blume,2002
56359,robert j. sawyer,1998
56361,jerome g. miller,1998
56362,joseph conrad,1993
56363,frank x. walker,2000
56364,charlotte perkins gilman,1992
56365,amy flowers,1998
56366,anthony burgess,1996
56367,allen carr,0
56369,suzanne macpherson,2003
56370,colm toibin,2000
56372,julie fanselow,2002
56374,john irving,1989
56375,bill stott,1997
56381,elizabeth berg,2004
56389,john j. kohut,1999
56391,rankin davis,1998
56392,michele stanten,2000
56393,barbara parker,1998
56394,arnold w. jones,1999
56396,joyce hansen,1997
56398,carolyn meyer,2001
56399,barry denenberg,1996
56402,mary pope osborne,1998
56405,sidney sheldon,1990
56408,v. c. andrews,1985
56415,robert b. parker,2001
56417,john d. macdonald,1996
56425,jonathan kellerman,2000
56433,jennifer lee carrell,2004
56437,harry turtledove,1999
56439,eric van lustbader,2003
56447,pamela peeke,2000
56449,charles garfield,1995
56453,camille minichino,2002
56459,brenda novak,2004
56461,jean brashear,2004
56479,"william s."","" jr. burroughs",1993
56491,shay youngblood,2001
56499,janet holm mchenry,2001
56503,philip gulley,2000
56504,m. scott peck,1993
56505,phil gulley,1997
56508,anthony campolo,2000
56509,debbie macomber,2001
56510,meghan daum,2003
56511,debbie macomber,2004
56520,elisabeth elliot,1984
56521,alison lurie,1997
56522,tadahiko nagao,2001
56523,max lucado,1999
56525,jan karon,1997
56526,daphne du maurier,2001
56527,heidi julavits,2001
56534,forster,1999
56535,melanie craft,2003
56536,joann ross,2003
56537,fern michaels,1997
56539,belva plain,0
56541,richard paul evans,2002
56542,joann ross,2001
56546,eliot pattison,1999
56551,marie ferrarella,2002
56553,virginia kantra,2001
56554,ingrid weaver,2003
56555,nora roberts,1998
56556,mary kay mccomas,1991
56557,theresa gladden,1992
56558,lori foster,2000
56560,cassie miles,2004
56561,b. j. daniels,2001
56562,sally steward,2001
56564,catherine hart,1990
56565,leigh greenwood,1995
56566,joanna wayne,2001
56567,merline lovelace,2003
56568,lindsay mckenna,2002
56570,lori foster,2000
56571,beverly bird,2001
56572,laura taylor,1993
56573,sheryl danson,1993
56575,violet winspear,1988
56576,rita herron,2001
56578,lois lowry,1990
56579,rebecca york,2004
56580,lori foster,2002
56581,nan ryan,1995
56582,wendy corsi staub,2003
56583,judi lind,1999
56584,delores fossen,2003
56587,m.j. rodgers,2003
56588,roxanne rustand,2000
56589,sherry lewis,1997
56590,sandra heath,1992
56591,anne lesley groell,1997
56592,arlene james,1996
56593,linda raye,1984
56594,lisa jackson,1997
56595,rebecca flanders,1986
56596,janice kaiser,1997
56597,kay hooper,1984
56599,emma richmond,2003
56600,joan lowery nixon,1998
56602,david bishop,1991
56603,joanna wayne,1997
56604,wayne barton,1995
56605,frederik pohl,1995
56606,john sandford,1993
56609,agatha christie,1984
56610,marie ferrarella,2003
56612,nora roberts,2003
56613,connie lane,2003
56614,beverly barton,2004
56615,michael slade,2000
56617,kate hoffmann,2003
56618,kate hoffmann,2003
56619,kate hoffmann,2001
56620,kate hoffmann,2001
56621,jane feather,1996
56625,judith lyons,2003
56626,gillian roberts,1993
56628,leona karr,2001
56629,serita stevens,1988
56630,cecily von ziegesar,2002
56631,lisa tucker,2003
56633,eric van hoffmann,1991
56636,jane sullivan,2004
56637,beverly barton,2004
56638,anne stuart,1988
56640,shawna delacorte,1997
56641,terry pratchett,2001
56642,renee roszel,1994
56643,nora roberts,1991
